"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",708.602169691234,-0.381253974695068,0.100655968305881,-3.78769367690631,0.000152052149775552,0.00128151118644556
"ENSG00000000419",520.297900552084,0.206812593508917,0.112221796304428,1.84289149095323,0.0653448549086896,0.196230861019186
"ENSG00000000457",237.163036796015,0.0379203397485063,0.143453216328666,0.264339418236724,0.791518388774921,0.911220870637912
"ENSG00000000460",57.9326331250967,-0.088163673459178,0.287167705669208,-0.307011100895637,0.75883492271233,0.894671445373193
"ENSG00000000938",0.318098378392895,-1.37822703433214,3.49987280259267,-0.393793463954221,0.693733530342183,NA
"ENSG00000000971",5817.35286765231,0.426402163854277,0.0883100582539817,4.82846656751075,1.37588427380823e-06,1.81640951011778e-05
"ENSG00000001036",1282.10638546592,-0.241071225232652,0.0887198681546255,-2.71721802846348,0.00658332242183565,0.0327238407896438
"ENSG00000001084",609.892091906969,-0.0476168690876014,0.166656154380795,-0.285719235899329,0.775093170488004,0.902555386259718
"ENSG00000001167",369.342807845239,-0.500364507159127,0.120885132538756,-4.13917325191922,3.48559654790489e-05,0.00034198377471647
"ENSG00000001460",183.237674249271,-0.12389880659732,0.179912267826387,-0.688662358015972,0.491035769387793,0.72306216511979
"ENSG00000001461",2813.85122198422,-0.0410662873192019,0.102559950320918,-0.400412511810918,0.688852710288444,0.856151974515329
"ENSG00000001497",539.8235458671,-0.00404900315203844,0.106715098396914,-0.0379421770008462,0.969733784860202,0.988237849531445
"ENSG00000001561",114.03778409508,0.224942639063955,0.216594706392435,1.03854172066604,0.299017922281856,0.548382281622411
"ENSG00000001617",598.668142741294,-0.250237487967594,0.10828334351779,-2.31095087977665,0.0208355682215152,0.0820434922787734
"ENSG00000001626",5.7649879371736,-1.08724504638563,0.792191680730876,-1.37245198710309,0.169922775762044,0.385864516287508
"ENSG00000001629",1779.82871935893,-0.226673570278156,0.0806178961033698,-2.81170287534558,0.00492800023633758,0.0258122719777741
"ENSG00000001630",54.7277288861649,0.0126110219278782,0.312560573945847,0.0403474493557307,0.967816125439086,0.987248432599901
"ENSG00000001631",785.453250774629,-0.0366893137116356,0.103233296594313,-0.35540193834764,0.722288496937058,0.87556313755628
"ENSG00000002016",183.860422539257,-0.310532959485996,0.15995518927153,-1.94137471188168,0.0522128433178505,0.166080590889412
"ENSG00000002079",1.42773408312638,-1.98130544280643,1.84087193030747,-1.07628641090503,0.281799184214848,NA
"ENSG00000002330",178.056714274042,0.0889954774730728,0.155088303061789,0.573837457216977,0.566077798873055,0.777915209557216
"ENSG00000002549",1253.63083632383,0.186657342597322,0.105811500241474,1.7640553453202,0.0777226616041909,0.22170919037822
"ENSG00000002586",8285.42119089887,0.0897506452066665,0.0804319413984748,1.11585824793194,0.264482816130563,0.509784466226156
"ENSG00000002587",0.528897429425744,-0.716829137215239,3.29492655156983,-0.217555422251738,0.827775520379753,NA
"ENSG00000002745",6.89982616366639,-0.269508133059619,0.777613758149599,-0.346583545153493,0.728904209624646,0.878787427000728
"ENSG00000002746",108.442359160607,0.10243938277932,0.199033316878744,0.514684598467145,0.606773437594013,0.806312771292125
"ENSG00000002822",349.807740878471,-0.160216259932364,0.132468830173799,-1.209463839321,0.22648469537016,0.462007211029436
"ENSG00000002834",7168.82575403564,0.396642544998354,0.0929157199566576,4.26884218497554,1.96490220988753e-05,0.000206521322223809
"ENSG00000002919",250.508248733712,0.404389720134634,0.140180418536585,2.88478037343779,0.00391686809294997,0.0212417493865406
"ENSG00000002933",540.269559761662,0.361035236113175,0.146418760185866,2.46577170613159,0.0136718440687854,0.0587444849844267
"ENSG00000003056",1065.27029988478,-0.0725649480858113,0.0921690931779316,-0.78730239805794,0.431104866225164,0.67439095641711
"ENSG00000003096",377.977300973334,-0.940979056616952,0.143805921955255,-6.54339573657985,6.01374163832954e-11,1.51344429426716e-09
"ENSG00000003137",104.516320058985,-0.896580504317759,0.292611606675393,-3.06406336544392,0.00218352655889337,0.0129799725473166
"ENSG00000003147",0.742897581513727,0.317906160526989,2.52112842734176,0.126096773603154,0.899655321378521,NA
"ENSG00000003249",116.350067230415,-0.280161049884704,0.194634292090791,-1.43942286261671,0.150030750597443,0.356019823544066
"ENSG00000003393",851.094610270363,0.171901747313478,0.0957253912829768,1.7957800434089,0.0725295058432562,0.211317345878166
"ENSG00000003400",80.1570525284788,-0.408121825685965,0.22732970608597,-1.7952859426635,0.0726081535711218,0.211409565592033
"ENSG00000003402",2546.61419680864,1.19043237617549,0.120618940130488,9.86936524966687,5.65211382198862e-23,4.79736491098411e-21
"ENSG00000003436",4469.51547111392,-0.196611662388371,0.149789718839853,-1.31258449452447,0.18932299722113,0.41352996034356
"ENSG00000003509",290.814916945508,-0.0510650543524261,0.135910689712058,-0.375725076964977,0.707121292881088,0.866399328891618
"ENSG00000003756",2117.46434149409,-0.188754680949945,0.0951121082288309,-1.98454943818319,0.0471946225063687,0.153780066351026
"ENSG00000003987",25.5043187098086,1.00480444997674,0.37269373749762,2.6960593883957,0.00701651557456672,0.034543141244529
"ENSG00000003989",38.4397332377094,0.551430945171341,0.380320183990936,1.44991238536128,0.147082953088697,0.350910135481081
"ENSG00000004059",1225.35425318088,0.366587681567831,0.0882767826547812,4.15270777370108,3.28564203721952e-05,0.000324845290207297
"ENSG00000004139",84.8826514051604,-0.166272266649283,0.220744910162867,-0.753232618258814,0.451310141633179,0.691511050390318
"ENSG00000004142",1460.11823233908,0.143566799056226,0.0868837525892551,1.65240099302503,0.0984528332435853,0.262608995165294
"ENSG00000004399",3634.48774846585,-0.0389908236445705,0.112466785856062,-0.346687453969495,0.728826136623,0.878783186567548
"ENSG00000004455",1224.83873003951,0.0301407498521611,0.119873825762444,0.251437289670654,0.801476040507225,0.915260511067272
"ENSG00000004468",1.31744467960502,-1.02937142380003,1.63096522509998,-0.631142471929118,0.527947372844961,NA
"ENSG00000004478",466.436178170793,-0.073435137408982,0.113839870193321,-0.645073973505728,0.518879249110328,0.742248175855761
"ENSG00000004487",1237.79987702344,-0.299509157675716,0.0876453515784744,-3.41728514155764,0.000632489966468816,0.00450733641847124
"ENSG00000004534",1285.22881396749,-0.188149871607352,0.0915289392657421,-2.05563260228641,0.0398179428137686,0.135466829833797
"ENSG00000004660",78.1202497526934,-0.564654142371004,0.269292191892432,-2.09680844588526,0.0360105356426519,0.125260695602915
"ENSG00000004700",1035.33054232716,0.368589417763095,0.101689931280619,3.62464024826561,0.000289363960857316,0.00227173434191385
"ENSG00000004766",478.92540525978,-0.0302649006750423,0.112580734110001,-0.26882841823958,0.788061723485643,0.908980667983104
"ENSG00000004776",2774.56152530307,-0.0738359334286018,0.0893360359117255,-0.826496639066909,0.408522423816643,0.655223504247855
"ENSG00000004777",97.1812428538078,-0.409186314927336,0.214451336665528,-1.90806138721126,0.0563832825761242,0.175772832064237
"ENSG00000004779",365.676604490797,0.104381741859736,0.127924961859236,0.815960703389488,0.414522611417908,0.66085844558093
"ENSG00000004799",914.379014067714,2.64492728351951,0.628564616633639,4.20788446171973,2.57772597835113e-05,0.000262796607673939
"ENSG00000004838",12.8074400018354,-0.41467785315133,0.55376592505514,-0.748832375538526,0.453958243463926,0.693482013149663
"ENSG00000004846",17.9991680687101,-1.69783858076817,0.557915331625284,-3.04318322965267,0.00234089751350196,0.0137879246670881
"ENSG00000004864",150.442543565193,-0.000643285389972124,0.173524128629765,-0.00370718121480761,0.997042104119764,0.998766386936272
"ENSG00000004866",412.129049598094,-0.562108502458054,0.136178314692458,-4.12773872057019,3.6634803231651e-05,0.000358654325000178
"ENSG00000004897",1518.08560110584,0.0541794689394497,0.0879117585334236,0.616293768243198,0.537700651056544,0.756804431165395
"ENSG00000004961",437.433192424783,-0.146670093210305,0.133191113222314,-1.10120029528917,0.270809493230364,0.516694520325222
"ENSG00000004975",991.984168983081,-0.320057948555512,0.0975311487795742,-3.28159723904064,0.00103220927163957,0.00687309960149073
"ENSG00000005007",2261.97159931419,0.239248502251834,0.0828278452895073,2.88850327345341,0.00387079999964435,0.0210235964967101
"ENSG00000005020",755.689262420725,0.217551820821279,0.109724055993439,1.98271763517644,0.0473989786071515,0.154370537747888
"ENSG00000005022",1118.96464020574,-0.0327762572644004,0.0945505621506645,-0.346653224675408,0.728851854859068,0.878783186567548
"ENSG00000005059",211.730039424173,0.0870671461806679,0.155291101244777,0.560670543790071,0.575022151322858,0.784533669044898
"ENSG00000005073",0.423579559117188,-1.06883120113499,3.00378648363814,-0.355827954802048,0.721969412546013,NA
"ENSG00000005075",817.882431768421,0.0569940228493892,0.108502511504783,0.525278374287924,0.599389688592698,0.799927171737521
"ENSG00000005100",485.155503010875,0.360876118975192,0.132177226971087,2.73024428825497,0.00632874095270916,0.0316947856117586
"ENSG00000005102",0.440537329662972,-1.51304981701811,3.4845966678412,-0.434210889019613,0.664135306509928,NA
"ENSG00000005108",10.5601021519313,0.555759879112941,0.579582671061075,0.958896645573408,0.337610814815706,0.587464365321905
"ENSG00000005156",205.662658797684,-0.392722742716644,0.171817123903554,-2.28570199404043,0.0222716985302225,0.0865005273802769
"ENSG00000005175",312.284958714215,-0.22345687865272,0.136984239956065,-1.63125976188495,0.10283551997599,0.271561835404749
"ENSG00000005187",8.7344713131347,0.0283583290645703,0.646020505022577,0.0438969488492928,0.964986547423828,0.986341953492042
"ENSG00000005189",75.3292618994688,-0.366018480369582,0.266626314106741,-1.372777032889,0.169821672801711,0.385732287350921
"ENSG00000005194",455.353420802124,0.166382080219845,0.110573071044209,1.50472514373162,0.132394755933609,0.325407900323639
"ENSG00000005206",659.20081345802,0.0647744880082091,0.108538073568754,0.59679047064694,0.550647280977196,0.767375090915711
"ENSG00000005238",703.286795125606,-0.183141348310398,0.109305714075929,-1.67549656354816,0.0938368447589598,0.253719036001912
"ENSG00000005243",1017.28736321138,-0.0976289720764125,0.0926214269397778,-1.0540646511513,0.291853318669227,0.541502013390831
"ENSG00000005249",298.031602932061,0.607377345743366,0.180899988355871,3.35753114891593,0.000786418820989564,0.00544891038309057
"ENSG00000005302",462.126147642249,0.1460902889559,0.125316211137973,1.16577326771438,0.243706128093035,0.48455779766918
"ENSG00000005339",2557.11461763368,-0.101767469389195,0.101755973708011,-1.00011297303505,0.317255838616879,0.567182339134861
"ENSG00000005379",152.234574365394,0.240425325332617,0.189441432669023,1.26912746565145,0.204395605811729,0.434072292101529
"ENSG00000005381",4.50323559058099,0.191611367295236,1.05452180683422,0.181704509146637,0.855814627097921,NA
"ENSG00000005436",257.216416324544,0.148276043222441,0.133950646929416,1.10694533114553,0.268317565218903,0.513503037928613
"ENSG00000005448",232.326486404496,0.304214323810685,0.172068447348858,1.76798436028141,0.0770635182937317,0.220563217461016
"ENSG00000005469",422.112505983788,-0.241895295785122,0.134456286090197,-1.79906274982823,0.0720087552083029,0.210447546080592
"ENSG00000005471",33.6639882396994,-1.12004919460689,0.357502647491835,-3.13298153864014,0.00173040325619231,0.0106196712796468
"ENSG00000005483",1697.34334799243,0.0853140717676614,0.0898212827322615,0.949820233829936,0.342203602863653,0.591399356860544
"ENSG00000005486",850.2536737929,-0.111657329569608,0.0985598528280586,-1.13288855822866,0.257261055480717,0.501475131751107
"ENSG00000005513",4.43390657381216,-1.2965248959501,0.98924191201138,-1.310624711921,0.189984586060559,NA
"ENSG00000005700",1158.19291492422,-0.0553597581670017,0.0976298707232228,-0.567037093841337,0.570688980088695,0.781683604149805
"ENSG00000005801",210.536598426356,-0.303721060826239,0.155071158438126,-1.95859155168061,0.0501606397752789,0.161036591799823
"ENSG00000005810",2420.4681768065,-0.0219557863621048,0.0922219869289598,-0.238075399297325,0.811822614739575,0.920184953047176
"ENSG00000005812",1409.31948532894,0.468870875642485,0.111439774630888,4.20739253283204,2.58334188086938e-05,0.000263071045865103
